CountyCode,log_permil
31167,-1.7823823074154581
45063,-1.7854758798763997
20181,-1.7859090555498793
21209,-1.7912408162323215
51790,-1.806771226848493
53075,-1.8093333074284998
51760,-1.8244148744152495
06019,-1.8248708001821023
29510,-1.8290680991044101
29063,-1.8415808475451108
34005,-1.8449753274503466
31001,-1.846373909167933
18043,-1.8587688935019577
17087,-1.8642351575501046
45077,-1.8666309343080154
16043,-1.8674079209003558
18163,-1.870268033672462
47123,-1.8820788607628234
45045,-1.8946489343537054
01109,-1.8956989757304343
13087,-1.9029280851688577
47093,-1.9032745361330667
28073,-1.9122384560175822
04025,-1.9220875042535492
12073,-1.924672615221953
02130,-1.9276006921394682
37113,-1.9279207340385935
29095,-1.9441784918719147
06051,-1.9445520844457422
08031,-1.9561490968580721
37173,-1.9703239771442975
20051,-1.9773049901269464
56045,-1.9790685675330486
20011,-1.9890380543472104
40039,-1.991054218510275
54011,-1.999263408169968
51013,-2.0043094721163315
21151,-2.009856977320034
47011,-2.010034043430761
45019,-2.0123437736190395
16019,-2.012517956314261
48041,-2.0282253768041167
45073,-2.0328084244110993
29195,-2.0360119837524997
40123,-2.036794966958363
21035,-2.0395826249179483
17109,-2.0475638027818133
31121,-2.0577070495338297
41037,-2.0588561080707275
13187,-2.061945626875576
53033,-2.0637373723510257
48495,-2.0659762907262653
30057,-2.0698961288363047
29135,-2.080565909341545
31131,-2.084491270311942
17065,-2.087037618301464
33009,-2.089481877483337
17165,-2.092152086039016
47143,-2.093159518508032
40119,-2.0934800392336737
08063,-2.103524212195793
21111,-2.107736365564557
13241,-2.113782580100402
49021,-2.1190027417326682
08003,-2.1195032472536823
48453,-2.11969921033153
27103,-2.1274873812894106
17063,-2.128965563493992
08013,-2.137667002981164
18129,-2.13912454384101
16035,-2.139713160021404
37119,-2.140858069969406
47125,-2.1412623786917964
46011,-2.144028889750353
18097,-2.1467061023158265
24047,-2.1487343681757856
13257,-2.1498611726390346
25007,-2.1544330519701873
05045,-2.1668226419800454
29031,-2.171121402469243
51143,-2.1761630627357307
02220,-2.178155014615869
21141,-2.182035734592692
24510,-2.1869692724469654
48471,-2.190032106754715
13045,-2.190888306185307
01125,-2.192876975947351
31045,-2.1948885175386716
25025,-2.1987942260189772
29186,-2.198889856655281
13009,-2.2004194682327385
13051,-2.20097448209119
19147,-2.2024332110436045
01101,-2.203202231067184
47187,-2.21150636462491
05125,-2.211675217634203
05119,-2.213245426244825
48043,-2.2192034840549946
27117,-2.2194208517332767
39043,-2.239472221801153
30001,-2.240816066596414
08019,-2.2445321615454286
41039,-2.2486405137755754
48163,-2.2489733235453966
01087,-2.249342531598326
47001,-2.250449338573517
45071,-2.253368587954259
41017,-2.2557527478876267
41071,-2.256398355149273
51700,-2.258605706874164
49019,-2.2595732024007544
30053,-2.2648313033821297
47149,-2.2651784833594975
37081,-2.2673991919905387
13143,-2.2701307694404362
37183,-2.271353345863936
22033,-2.2739999687481083
48209,-2.27589882773154
45075,-2.27900935646534
29189,-2.281362457963937
16057,-2.2822803396536813
39013,-2.2834459598226644
39041,-2.28474184486017
51121,-2.2885064523844862
54029,-2.288824177744009
16001,-2.2892251337365765
06037,-2.3023794505493123
45047,-2.304483290277126
29093,-2.304782676537533
29089,-2.3083683377497732
21073,-2.3137228374045016
29079,-2.3189504470803097
27169,-2.3213675922934125
39049,-2.322164735279113
37063,-2.3230802908653656
19013,-2.3246777056226406
29217,-2.338097013995405
40109,-2.3456062675442406
21157,-2.347080332880597
17029,-2.3483803005644788
22055,-2.350952807695818
16085,-2.3509942322017334
42101,-2.3535282589797064
51730,-2.363429298543345
13109,-2.367436065313662
28081,-2.3676820519262023
31055,-2.367715386115417
40027,-2.3718779194899953
31145,-2.372297705405346
39035,-2.376790104774246
22093,-2.3775534092313513
37189,-2.378100645470191
22099,-2.379675755358609
51059,-2.3836400354378116
47141,-2.383914884108128
39173,-2.384310998679296
34007,-2.3845571984112555
17157,-2.386343964094111
22105,-2.38807447900946
16013,-2.388349859954839
13053,-2.390779103729962
40069,-2.4057732507902148
34017,-2.40824834970642
36011,-2.409015036609892
20015,-2.413306214893968
29027,-2.4220999614951877
19103,-2.422396838656766
41049,-2.422499189659383
45039,-2.427145112929453
13281,-2.432823569917775
47157,-2.4334025929263023
48131,-2.4360664843685265
48113,-2.437498197281879
30083,-2.4407805917454453
17185,-2.441651141117043
39153,-2.4419769391399613
42027,-2.445224877982559
45007,-2.4478001706542774
26009,-2.4485883871138885
51081,-2.460101530869029
48309,-2.468640143990686
29011,-2.47721044315353
51810,-2.4774269923762353
12001,-2.482995734242225
51510,-2.4836879587677263
42049,-2.4856563686785464
13029,-2.491275216238876
18009,-2.4972468618726054
29055,-2.4974114709264748
40021,-2.4993846689686534
26101,-2.5003287816755235
01081,-2.5038982393830556
12005,-2.5067442421745496
39007,-2.507880306144476
12095,-2.508281625433501
39119,-2.5092275324358915
21197,-2.5102494574597953
51650,-2.510411940196362
36079,-2.5146676969488304
01073,-2.5212219004030683
29099,-2.5222827139039556
36123,-2.5226438913463314
13049,-2.525488615503647
18173,-2.5256966437962447
48473,-2.528026003356939
44009,-2.535979919972001
46081,-2.536905944898381
29001,-2.539986516054955
41005,-2.545683220843878
48029,-2.5473112732680026
13147,-2.5476075460266974
20059,-2.5478814489493886
08007,-2.5536550469490944
48007,-2.5541605983024898
41007,-2.555468659903131
45091,-2.5592639956074295
01069,-2.5654876740816035
25027,-2.5656682687020833
49035,-2.5679448664413353
17055,-2.568941378731074
21239,-2.5697072514804655
08069,-2.5708284911414903
28089,-2.575603933801904
48451,-2.5767258948791594
39009,-2.583031047781199
41067,-2.58361840680918
21233,-2.5889663197127786
47185,-2.589754534072814
36029,-2.5914034761219855
45059,-2.5919207974424823
56015,-2.5945081597030812
25001,-2.594676181434287
45051,-2.5975592633560307
18157,-2.5976984137676573
51161,-2.597714366080876
30049,-2.5994548293048205
18141,-2.599503132290883
18167,-2.60205059237902
17199,-2.603578179505499
39123,-2.606042084561189
51199,-2.60971678926714
51740,-2.6106158621063833
49005,-2.6129496289582943
48463,-2.61318992007825
47059,-2.619073257287496
26057,-2.6198745101984846
37067,-2.621741607405571
27159,-2.6218385042831445
18067,-2.621862727035577
31185,-2.6242337150090993
18081,-2.625866819982948
39147,-2.6274364971079645
22013,-2.6293676790677414
35047,-2.6304489550786583
48143,-2.630905143036005
32003,-2.6324289588088345
36047,-2.6326688639574085
20091,-2.6330033267792987
42003,-2.6336572233032722
39113,-2.6376258544155182
17031,-2.640884500292119
30081,-2.6411503757603962
22057,-2.642164741504141
29165,-2.6422054303665874
47017,-2.642337657736829
35017,-2.6490076604684267
51630,-2.6496086114029627
06007,-2.651761996755421
39161,-2.651903040479209
39111,-2.6539459421090092
17193,-2.6596999401611634
47009,-2.6600264098606794
31151,-2.6624250230759348
26107,-2.667714199579336
06085,-2.6694198299535197
40125,-2.6712478945781055
27053,-2.6741348562279548
01113,-2.677109778195573
24021,-2.6785648471436665
45079,-2.682852044079117
24031,-2.688003656736737
13137,-2.691152683219685
06069,-2.698235527713819
30047,-2.6999508228455604
48099,-2.7038547458080413
19129,-2.7061817900421823
48353,-2.707583425512766
53011,-2.7123805963381704
53071,-2.7137008726110246
05031,-2.7159711285168204
29121,-2.719319793360441
29117,-2.7235954124376724
48255,-2.7248417637420466
21107,-2.7279399705708993
39099,-2.73006388982478
01097,-2.732046395398998
34015,-2.733444321964072
53041,-2.7352242851395654
21177,-2.74174284206868
20173,-2.7418072979003436
54039,-2.742134884156465
47065,-2.744306658967893
06081,-2.747790141024729
18165,-2.7501513771208455
04005,-2.7508826178132497
12117,-2.7540537824674396
17131,-2.7555697170701863
39065,-2.7560146276187276
37135,-2.757164827619223
01059,-2.7608956236487354
12087,-2.7609841488816462
40115,-2.7628855483408166
39061,-2.764095650147535
47025,-2.7649659929192234
48371,-2.770711962226921
17019,-2.7746011190872037
48439,-2.780989338053175
40095,-2.7844555323046154
39133,-2.7845234689753124
18077,-2.7855666435300384
02110,-2.787107808338984
48013,-2.7890565468914654
31153,-2.789619016408155
13185,-2.7957819534798083
48347,-2.800416658464578
42081,-2.801176179091694
26081,-2.8012960916646708
34025,-2.801518174719401
40117,-2.8024508765236944
01043,-2.803008803959087
21117,-2.803026992005297
37175,-2.817860800433648
20111,-2.8186967211892737
21203,-2.8243506567983707
51069,-2.826378273384328
27123,-2.827034366964658
04013,-2.82757219902339
34013,-2.8305991666156225
17133,-2.8352113467188893
29071,-2.8413954652947995
47105,-2.842075915973801
01067,-2.842814167129278
17181,-2.845606814976353
39089,-2.8460598845302787
19083,-2.8464198703669816
53053,-2.846433802697652
17113,-2.8473366681380425
19059,-2.8474062640179945
13017,-2.8474062640179945
42063,-2.849133009879567
31159,-2.849781218069687
48423,-2.8524391037275145
29003,-2.8535925063928684
19167,-2.859282340416093
47023,-2.8595115536426996
36109,-2.860971554188319
51710,-2.8626701585565986
24017,-2.863501621900606
46065,-2.867898902044106
36085,-2.8696125003356214
12085,-2.869797351373519
23023,-2.869970618193829
06073,-2.8705998570782767
25017,-2.8715374764166177
47171,-2.874637510175932
29105,-2.8761037860984597
08097,-2.8764981856302927
38035,-2.877553847241023
31111,-2.877792975689305
49053,-2.879479316729741
35001,-2.880015686846838
26073,-2.8803494800104263
12086,-2.8819095188463786
01089,-2.8819110669782977
21049,-2.885331298318323
17167,-2.887838248238848
26065,-2.8905488255520955
41029,-2.892808601195132
12107,-2.8942115984854375
01033,-2.894363779165702
48035,-2.895746178678064
37019,-2.8979067901670836
48223,-2.9014215940827497
31157,-2.9020258071136826
05001,-2.902190529145627
12079,-2.902739406704826
09009,-2.90314444860652
26161,-2.9033675017735354
29229,-2.906135739742235
21015,-2.9102988716857205
20169,-2.911299387579147
26099,-2.9157330046532897
13171,-2.9160936508937745
39157,-2.91690549300802
48321,-2.922812057277362
26077,-2.92796569068404
13067,-2.928724038515492
48201,-2.9303614061123233
48121,-2.931106926941771
24043,-2.933138526782918
54037,-2.933289332930772
48397,-2.93362279989048
26125,-2.936408415226283
36091,-2.9402768206173593
06053,-2.9403850063211934
48303,-2.941596126297263
19153,-2.942426429029532
18123,-2.9426479024615357
05107,-2.9431223232816937
06059,-2.9442914738033448
08015,-2.9474869609259966
48049,-2.9515452486643174
22017,-2.9519049663199834
21155,-2.955170661797868
37097,-2.9555813501114603
26163,-2.9561492090451003
48323,-2.9563848857111434
29157,-2.959327591660191
17033,-2.9605195177982466
24025,-2.9606310635839233
47155,-2.961896236973528
30063,-2.962950784029611
47041,-2.963260733407028
29201,-2.9638545346559684
39021,-2.9639061528875392
06067,-2.9661053920720306
47159,-2.9676928165227454
25009,-2.9691546980367147
13089,-2.969497716198627
50023,-2.9704828393005402
12099,-2.970975638643964
22069,-2.97455970832119
20037,-2.9746107769318795
40111,-2.975861143911579
39095,-2.97851212696396
53067,-2.978520715109215
39103,-2.980172963971001
37021,-2.9805717779495304
24033,-2.9826569454138623
34029,-2.9831484280431733
19087,-2.9843173707386925
18057,-2.9843331749935142
51550,-2.98711189126038
37139,-2.992326480419158
51165,-2.992527142605043
47021,-2.9927277645336923
12057,-2.9930024640555675
27019,-2.998348847337145
51680,-2.9983787684948964
48355,-2.9994752598328254
21125,-2.999890283702655
12011,-3.0007889407197874
19113,-3.003253914952837
45081,-3.005534078526251
20021,-3.00795724317656
22005,-3.0088705866942185
06055,-3.0110852398655457
18005,-3.013105481611336
44007,-3.017545844024837
09001,-3.0216722520804775
13091,-3.023493344339381
29037,-3.023785087996026
18003,-3.0242225439536186
29049,-3.0257763949023677
16067,-3.026067473350064
32031,-3.0262085718017424
49057,-3.0267463270831603
39165,-3.0273322392175097
53029,-3.028151059809492
36103,-3.031597336094731
08085,-3.0318472072248284
46099,-3.0355831300056164
12019,-3.036447062327915
23005,-3.0378368737552313
48123,-3.038073114043516
48481,-3.038192924742755
45003,-3.0412910318745268
42083,-3.0417328361146754
27027,-3.0425363397517935
06071,-3.043633153538539
31155,-3.0463303263170824
24003,-3.0468935221868474
16005,-3.049000491495579
29159,-3.0495810499142832
49049,-3.0518070647726754
36063,-3.0528590202258736
47179,-3.0558861963737383
06111,-3.056048612562046
53049,-3.0563098354395954
39051,-3.0566862528909886
54069,-3.05673329511139
37115,-3.060583245873607
12103,-3.0610309223879577
17145,-3.0613795547898457
35013,-3.0643577442241936
48141,-3.067358597535975
06077,-3.0717519676225287
06011,-3.072137604756396
29083,-3.0724154983249488
04019,-3.07368376178168
06001,-3.0764047424004963
26139,-3.0778438455682346
55031,-3.0798206326862774
27105,-3.084109384171404
10001,-3.0843553718560983
51820,-3.085892853261948
38017,-3.0867662780844896
26087,-3.09489864504849
17119,-3.097683233276407
40143,-3.0987555773000532
12123,-3.0989655281956434
29187,-3.100497612129071
29161,-3.1047660345781134
36071,-3.1048767972849505
18053,-3.105139589857431
45031,-3.109566783291197
22073,-3.1102273701754877
48157,-3.111812850748999
47119,-3.113304175812176
24037,-3.114288343675559
53021,-3.11529150861163
28079,-3.1188344706879745
13107,-3.119497380887922
05019,-3.120468854955317
29147,-3.1210424645194377
22007,-3.122144635908429
26049,-3.122401634533065
13081,-3.123289606968866
48225,-3.1247409541175246
51153,-3.125026577382383
40013,-3.12616825533369
36081,-3.129960604633028
12115,-3.132031706617321
01015,-3.1321058732785683
13291,-3.132358871085816
40131,-3.1329474975321383
48491,-3.1349609925053605
26055,-3.1364068428367595
47147,-3.137882665658669
48245,-3.14210865584675
06095,-3.142806091662277
06065,-3.1433740214392842
48219,-3.147379823163131
33015,-3.149611487966419
18041,-3.149782948380916
42019,-3.1508485584631436
48085,-3.1565588343032895
28057,-3.158233702898639
31047,-3.1629401925378975
19045,-3.1635533716794177
06041,-3.165287074970825
26143,-3.1654750481410856
13097,-3.165643810271264
18143,-3.166740070447672
01103,-3.1697864159295186
08059,-3.1708001553866363
05027,-3.1739202990663387
29047,-3.1742340442450803
42107,-3.1750841474235405
06113,-3.177136743285462
55059,-3.1791425232210244
21019,-3.1808000560159706
51107,-3.183106150026174
42009,-3.1848018445344493
06107,-3.1877370593522887
22051,-3.1884693078624493
21183,-3.193681086233645
47113,-3.1952284158622075
36007,-3.1952693721925263
48465,-3.196241592359266
24005,-3.196300557355135
21205,-3.1966711148800084
17043,-3.196918625516158
26137,-3.1974478774545805
09011,-3.199789377417638
44001,-3.2000395305219063
18059,-3.2016211487856636
34023,-3.2035507583187046
26091,-3.2038027953706796
36057,-3.204289966539782
17073,-3.204371138665319
08107,-3.2046957612943667
12105,-3.2056765032373638
31019,-3.2064590548531124
48183,-3.20878508415803
19017,-3.2107630047576503
48061,-3.2121118240343036
29221,-3.212414998605964
45001,-3.2137426727564526
48277,-3.214687064246746
13111,-3.214867803470662
21059,-3.215610499491232
37051,-3.225399117240928
39017,-3.225618376028918
13245,-3.22707710226629
12127,-3.2271538482462256
29019,-3.2279431634524425
39155,-3.2279594436012435
34039,-3.229060151744504
26069,-3.231871020363012
50015,-3.2321078936369187
48167,-3.2324175663578343
39025,-3.2338728058741086
25003,-3.2339851026687443
21217,-3.2346310568127072
39045,-3.2360409901892138
17095,-3.2374620263438803
08041,-3.2383646774520476
42045,-3.24295095195341
24045,-3.244319374946622
39141,-3.245193133185574
27083,-3.246452080638304
55035,-3.248094763537421
55135,-3.249075198599043
06039,-3.2497088957905973
18095,-3.2526664370569915
40145,-3.2539726619056304
36067,-3.2542300986098027
39003,-3.255612686584174
01005,-3.256749477296282
29183,-3.2604476182190436
09005,-3.261228989406258
47043,-3.261360436474356
41065,-3.262509861888262
12109,-3.26273108106206
37085,-3.2648506009779443
21113,-3.2649384631947647
17163,-3.268652169268684
53015,-3.26918863874179
13293,-3.2708988529353524
18085,-3.2719994431904733
42079,-3.272046855205635
48485,-3.2721359837090844
55079,-3.274466096234938
47145,-3.274764544098102
48215,-3.2793157237420503
36083,-3.2838517503305513
39151,-3.2841604961379423
36055,-3.2848334279182905
36027,-3.2872920452753873
20009,-3.2874686163338125
34003,-3.28962821416208
45085,-3.2902285763134422
42021,-3.2938497077273
48091,-3.294265261310009
08037,-3.295633141550208
37109,-3.2979087921562242
53073,-3.299533727885655
21013,-3.3001608374843836
21095,-3.302039810128937
06061,-3.30251031611554
51087,-3.3035263617109316
37195,-3.303964243045964
30013,-3.30511468131844
48441,-3.307143079579833
40051,-3.3078935211858536
46103,-3.308460554610289
29213,-3.3093561779965754
32510,-3.3094840587388235
44003,-3.3118438700759776
36069,-3.312621144553712
39057,-3.3127607470510023
42095,-3.313504780956793
10005,-3.315326263421265
39069,-3.3188659457360234
06029,-3.3196121654893935
18175,-3.3203487937988347
45087,-3.3204572085939463
13151,-3.322190248707089
53077,-3.3227792795280267
18179,-3.330381420785741
22063,-3.3331897389636067
06021,-3.3352356259843963
48199,-3.3379380420229645
22103,-3.3385415316310847
28137,-3.3393574383082494
13215,-3.3397524830344754
34031,-3.3400014161044096
54049,-3.341765797892729
06079,-3.342462431624182
48361,-3.3436153486965288
37179,-3.343771284939517
36059,-3.3451413012059232
13129,-3.348218456871269
55021,-3.3486225647208525
54079,-3.3488684634820594
49011,-3.3507253873422536
39085,-3.3525934501503456
17201,-3.3529625632597133
12033,-3.3552708406799883
39047,-3.356060535990626
17197,-3.3579549254643157
36015,-3.359472201614841
26005,-3.3633916669262565
17135,-3.3656392862614415
12009,-3.3657947038602067
18019,-3.3675630356631676
51197,-3.367847401980601
06013,-3.370938171799287
39077,-3.374836294608729
48339,-3.376694356362136
47035,-3.3785256423977383
29145,-3.3791903263990655
28099,-3.3810967099551523
53035,-3.3817917866493374
13073,-3.384051222827185
08123,-3.384159728300036
55063,-3.3854236275461145
37141,-3.385914524797638
50021,-3.38963074529069
13123,-3.392257540092681
13247,-3.3940049110806507
02020,-3.3951524813442635
23007,-3.4012307144399454
45015,-3.4054644552170723
45083,-3.4060621959078516
56033,-3.407841924380824
48375,-3.40810678996309
25023,-3.408163259580017
36117,-3.4100249702648346
21195,-3.4104048624130687
50005,-3.4122362287773718
37087,-3.4124999331662815
33001,-3.414097154012833
24009,-3.4150016626385526
26149,-3.415313939219525
41045,-3.415724680942693
27047,-3.4159546226370625
06087,-3.4183567218917323
29069,-3.418873566675098
17097,-3.4199295299767445
26021,-3.427579622936274
36001,-3.4302576777931506
01083,-3.4313277573098233
34021,-3.431357405507013
37071,-3.4338259011538828
05033,-3.4382844098714163
53063,-3.440161651680296
29167,-3.443138749450327
13179,-3.443138749450327
47163,-3.444684621259205
37127,-3.444735683676639
39055,-3.445320587848792
26117,-3.4495747622354616
53061,-3.4501399151751704
21121,-3.4559065021342086
48273,-3.4560011737028296
25021,-3.4560026080516097
54051,-3.4592461397687306
06099,-3.461240519570694
09003,-3.4616976259961327
41011,-3.4619945376133283
05115,-3.4622768020028456
37129,-3.46342519946558
37001,-3.463783999074481
48427,-3.4676403382108694
45023,-3.4713762162834017
24019,-3.473766074494991
36113,-3.4745562637941814
50007,-3.475259162272874
13157,-3.4752994014172094
36101,-3.4754799417491204
42129,-3.475511826005521
18011,-3.475887327293599
19061,-3.4761296171920693
36005,-3.4765934128005087
49045,-3.4786675524290542
39079,-3.481393923656432
39101,-3.482715922834411
30029,-3.4871915748290165
35035,-3.487527971413176
31141,-3.49228654428241
22047,-3.494080375808869
06057,-3.497587785894741
22079,-3.499714534837974
27171,-3.500665571615144
19125,-3.5022184957208835
13047,-3.5025197549868845
42037,-3.5028510353886553
26103,-3.503076845483326
18177,-3.5050768010381836
18183,-3.510021890761144
25013,-3.510408332015674
18127,-3.513281244880487
17179,-3.514414453597761
37025,-3.5144764625642773
29219,-3.5205199723360363
34001,-3.5226440683162865
51041,-3.5234415627065614
45027,-3.5249183086519142
48027,-3.5275686181066765
18151,-3.529766482456863
54033,-3.5322256440685593
15003,-3.5330369704300204
55127,-3.535718562062882
19163,-3.5408085880395332
13057,-3.541741626654464
51061,-3.5419588243703974
30093,-3.5424943771242874
39029,-3.542745168081694
27037,-3.5493443610065367
17037,-3.5508426894302847
18109,-3.5510244423902493
13313,-3.5514260949088463
20079,-3.552859252686824
26017,-3.5529356301058774
19179,-3.5548336434848715
37159,-3.554869375508987
05069,-3.555576606799516
28059,-3.564173290062498
48039,-3.567262515936587
17115,-3.5700020698765162
20061,-3.5719523020846444
20177,-3.573165526376618
48241,-3.573693044304819
40037,-3.5739174356442547
13299,-3.5762145484564694
20035,-3.576634181703175
28093,-3.5779758259774304
53027,-3.5783388784145678
36111,-3.5792040873048356
28095,-3.579984923396825
21089,-3.580542290409554
42071,-3.580737295494233
36119,-3.586130751039691
41019,-3.5877414923954527
17161,-3.5889486154888868
49047,-3.5938267411621765
04001,-3.5988453314099553
45013,-3.600862116770357
19099,-3.6029947149567665
20055,-3.6033760304999953
31053,-3.6043286837110355
19187,-3.6046550988595967
39171,-3.6113772665845065
55045,-3.612942888023996
34035,-3.6131706286284326
06017,-3.6142905971228636
25005,-3.6168892379312156
12069,-3.6180873459233354
12097,-3.619931224487665
36105,-3.6216840733150795
18133,-3.62263280829501
06031,-3.622906571438185
27041,-3.623166910748555
08077,-3.624894113277259
04009,-3.626977454297495
47045,-3.6298722735339037
01053,-3.6304025243549605
18083,-3.6308265226653194
54003,-3.633410788315905
51149,-3.6334988707611307
39063,-3.6359005293230497
23019,-3.636309028752219
13153,-3.63838846936886
18107,-3.639531634483597
36031,-3.6402667741932433
41059,-3.643568231403933
54081,-3.645462950931674
34027,-3.646499756619488
29109,-3.647562545477225
45035,-3.6491831278746805
17081,-3.649618740160634
13013,-3.652293267545893
16055,-3.6526756854036337
36093,-3.654242718463628
27059,-3.6642024664014956
17183,-3.664983711438382
17203,-3.66714496196793
12051,-3.6709700335703683
13213,-3.6716061254434793
48135,-3.672889798194277
21029,-3.6782102399260515
26075,-3.6792078344172054
24027,-3.680194977978513
47013,-3.6817037703648405
08005,-3.684287678027429
55133,-3.684931671865839
26147,-3.686294866944205
27137,-3.688779449113603
20103,-3.6914262083805123
12091,-3.69471240930638
49043,-3.6965251511394843
12089,-3.6966243845613826
19127,-3.696649191378297
39139,-3.6980621636885886
47177,-3.701696957824551
54099,-3.7020671134175096
06083,-3.702804772515701
48329,-3.7047835606712285
09007,-3.709472210352484
48291,-3.7099557797158527
01051,-3.7111178380351557
39107,-3.7113500877413035
05005,-3.7150831196105725
08035,-3.7154970420182063
22009,-3.7164216612869603
13135,-3.719248828018275
39135,-3.7195783828632063
08101,-3.7203962896129115
34019,-3.7271060835861305
40041,-3.728052089188408
01003,-3.7308032414375196
16083,-3.731867101913373
42007,-3.7342650196854406
24013,-3.7356198999977512
04003,-3.7358425533909547
01117,-3.7406271452476463
13127,-3.743628022162138
55055,-3.745082550672494
55139,-3.748833262750217
33017,-3.7489392105415993
16017,-3.7503507762020374
29023,-3.755111852331366
18033,-3.755275623753619
54107,-3.757040312907633
05093,-3.757355525416007
13069,-3.7614791465282797
05007,-3.7623273870611262
48367,-3.7646128901993743
36013,-3.7650994800253454
55009,-3.770463281344761
39097,-3.7708971333235772
06093,-3.7751259553273218
22095,-3.775767906882027
12111,-3.7793304445593425
12121,-3.7794968216975504
17111,-3.780950627762964
48005,-3.781811809132297
28033,-3.781976960488195
42065,-3.7858473500564
55089,-3.7877514648785593
56037,-3.7879326201970955
40121,-3.788113742704326
13117,-3.788765512236354
37181,-3.789719769040008
37023,-3.793813628901408
05055,-3.7976890149712115
51800,-3.7985519099813003
26025,-3.802103967328549
16011,-3.811119210487261
06023,-3.8187813514151157
21179,-3.819008189259958
17177,-3.8204338938542377
22087,-3.8218356813625616
06097,-3.822834052628757
26059,-3.8237162443361474
55087,-3.8314960138414165
01077,-3.8320919581870183
48469,-3.833704643548846
53025,-3.845306113362524
19155,-3.845690876737798
36003,-3.8517845590363824
26093,-3.853461254429881
08043,-3.859592222240173
36039,-3.8608981179119937
13175,-3.861066496427293
37151,-3.8671372092844276
37125,-3.8688649511103432
32005,-3.8716175907931074
12063,-3.8759604998829307
13115,-3.8770173962293306
06101,-3.8779593716523535
17089,-3.878212358711393
48349,-3.8820379123375677
40019,-3.882717771035557
37045,-3.8830472331915726
36017,-3.8831913387594432
05035,-3.896604752699765
48325,-3.8975791939957345
47053,-3.8999706669039713
33013,-3.9025247057268344
26115,-3.906729016967036
08001,-3.908390415555404
40079,-3.9094797741553644
22019,-3.9150234994403847
09013,-3.9194486999219507
36033,-3.9201697305639147
12061,-3.9223890914273234
42127,-3.926123129806928
41009,-3.9276010353914645
28047,-3.9280636634221775
33011,-3.931239676771937
24015,-3.937719991515332
48265,-3.9416594745564524
26027,-3.943502292454764
37083,-3.946733563103541
39037,-3.94696534862571
42077,-3.948897561913588
13223,-3.9501212940268045
22101,-3.953030582726852
51085,-3.9550058636000003
55043,-3.9553506581633244
30031,-3.9560590294177573
42121,-3.9623738558548673
29169,-3.963742209103458
30111,-3.9667447492938726
42069,-3.9670839433247855
16027,-3.9688663696451734
13039,-3.97044284555754
32019,-3.973663581576398
34041,-3.976095793128735
17007,-3.979737727096185
47089,-3.9803356456102335
39005,-3.982518747039844
23001,-3.982658527026373
12081,-3.9833810776213783
06047,-3.9840533923240127
06109,-3.985347813846335
55105,-3.9866356121371918
